Elevation,Date,Method,Site,Genus,Sp,CTmin,CTmax
1330,2016,M1,Tatama,Anolis,antonii,NA,NA
1337,2016,M1,Tatama,Anolis,antonii,11.5,NA
1339,2016,M1,Tatama,Anolis,antonii,NA,NA
1341,2016,M1,Tatama,Anolis,antonii,NA,NA
1341,2017,M1,Tatama,Anolis,antonii,NA,NA
1343,2016,M1,Tatama,Anolis,antonii,10.8,NA
1344,2016,M1,Tatama,Anolis,antonii,12.3,NA
1344,2016,M1,Tatama,Anolis,antonii,11.4,NA
1340,2017,M1,Tatama,Anolis,antonii,NA,28.22
1329,2017,M1,Tatama,Anolis,antonii,NA,24.41
1339,2016,M1,Tatama,Anolis,antonii,NA,NA
1394,2017,M1,Tatama,Anolis,antonii,16.87,NA
1327,2017,M1,Tatama,Anolis,antonii,NA,29.83
1330,2017,M1,Tatama,Anolis,antonii,NA,26.67
1348,2017,M1,Tatama,Anolis,antonii,11.01,NA
1348,2017,M1,Tatama,Anolis,antonii,12.4,NA
1348,2017,M1,Tatama,Anolis,antonii,11.87,NA
1329,2017,M1,Tatama,Anolis,antonii,NA,NA
1356,2017,M1,Tatama,Anolis,antonii,11.45,NA
1353,2017,M1,Tatama,Anolis,antonii,12.02,NA
1353,2017,M1,Tatama,Anolis,antonii,NA,29.2
1356,2017,M1,Tatama,Anolis,antonii,NA,26.6
1363,2017,M1,Tatama,Anolis,antonii,19.45,NA
1358,2017,M1,Tatama,Anolis,chloris,12.6,31.9
1349,2017,M1,Tatama,Anolis,antonii,NA,28.8
1357,2017,M1,Tatama,Anolis,chloris,10.86,32.11
1329,2017,M1,Tatama,Anolis,antonii,14.62,NA
1329,2017,M1,Tatama,Anolis,antonii,15.57,NA
1347,2017,M1,Tatama,Anolis,antonii,NA,26.4
1347,2017,M1,Tatama,Anolis,antonii,NA,29.95
1347,2017,M1,Tatama,Anolis,antonii,NA,27.82
1326,2016,M1,Tatama,Anolis,antonii,12.5,NA
1396,2017,M1,Tatama,Anolis,antonii,15.87,NA
1353,2017,M1,Tatama,Anolis,antonii,14.11,NA
1353,2017,M1,Tatama,Anolis,antonii,14.48,NA
1344,2017,M1,Tatama,Anolis,antonii,11.52,NA
1353,2017,M1,Tatama,Anolis,antonii,10.34,NA
1386,2017,M1,Tatama,Anolis,chloris,NA,30.14
1347,2017,M1,Tatama,Anolis,antonii,11.77,NA
1347,2017,M1,Tatama,Anolis,antonii,11.85,NA
1347,2017,M1,Tatama,Anolis,antonii,11.97,NA
1347,2017,M1,Tatama,Anolis,antonii,13.54,NA
1340,2017,M1,Tatama,Anolis,antonii,NA,31.14
1337,2017,M1,Tatama,Anolis,antonii,NA,27.85
1341,2017,M1,Tatama,Anolis,antonii,12.37,NA
1347,2017,M1,Tatama,Anolis,antonii,NA,30.11
1348,2017,M1,Tatama,Anolis,antonii,11.5,NA
1347,2017,M1,Tatama,Anolis,antonii,11.73,NA
1347,2017,M1,Tatama,Anolis,antonii,14.96,NA
1352,2017,M1,Tatama,Anolis,antonii,NA,26.4
1341,2017,M1,Tatama,Anolis,antonii,NA,NA
1344,2017,M1,Tatama,Anolis,antonii,13.93,NA
1425,2016,M1,Tatama,Anolis,chloris,NA,NA
1340,2017,M1,Tatama,Anolis,antonii,12.5,NA
1384,2016,M1,Tatama,Anolis,chloris,12.72,NA
1384,2016,M1,Tatama,Anolis,chloris,NA,NA
1353,2017,M1,Tatama,Anolis,antonii,15.82,NA
1339,2016,M1,Tatama,Anolis,antonii,NA,NA
1340,2016,M1,Tatama,Anolis,antonii,12.8,NA
1340,2016,M1,Tatama,Anolis,antonii,18.8,NA
1350,2017,M1,Tatama,Anolis,antonii,17.6,NA
1350,2017,M1,Tatama,Anolis,chloris,17.51,NA
1356,2017,M1,Tatama,Anolis,chloris,12.5,31.57
1361,2017,M1,Tatama,Anolis,chloris,12.45,32.7
1361,2017,M1,Tatama,Anolis,chloris,10.95,32.25
1399,2017,M1,Tatama,Anolis,maculigula,NA,30
1401,2016,M1,Tatama,Anolis,maculigula,10.88,NA
1401,2016,M1,Tatama,Anolis,maculigula,NA,NA
1401,2016,M1,Tatama,Anolis,maculigula,10.8,NA
1365,2017,M1,Tatama,Anolis,chloris,11.44,31.02
1395,2017,M1,Tatama,Anolis,maculigula,15.65,NA
1401,2016,M1,Tatama,Anolis,maculigula,NA,NA
1393,2017,M1,Tatama,Anolis,maculigula,NA,30.97
1393,2017,M1,Tatama,Anolis,maculigula,12.87,30.23
1393,2017,M1,Tatama,Anolis,maculigula,12.93,NA
1364,2017,M1,Tatama,Anolis,chloris,12.5,31.98
1341,2017,M1,Tatama,Anolis,chloris,15.95,NA
1351,2017,M1,Tatama,Anolis,chloris,11.82,29.44
1351,2017,M1,Tatama,Anolis,chloris,10.11,32.35
1436,2017,M1,Tatama,Anolis,maculigula,NA,30.54
1389,2017,M1,Tatama,Anolis,maculigula,14.32,NA
1405,2017,M1,Tatama,Anolis,maculigula,NA,26.67
1350,2017,M1,Tatama,Anolis,antonii,13.08,NA
1370,2017,M1,Tatama,Anolis,antonii,NA,NA
1370,2017,M1,Tatama,Anolis,chloris,18.5,NA
1402,2017,M1,Tatama,Anolis,maculigula,NA,28.66
1356,2017,M1,Tatama,Anolis,chloris,12.1,32.9
1407,2017,M1,Tatama,Anolis,maculigula,15.89,NA
1488,2017,M1,Tatama,Anolis,chloris,14.62,NA
1430,2017,M1,Tatama,Anolis,maculigula,12.9,NA
1430,2017,M1,Tatama,Anolis,maculigula,13.3,NA
1343,2017,M1,Tatama,Anolis,ventrimaculatus,10.15,31.3
1352,2017,M1,Tatama,Anolis,chloris,13.2,33.02
1438,2017,M1,Tatama,Anolis,maculigula,NA,29.19
1438,2017,M1,Tatama,Anolis,maculigula,13.5,NA
NA,2016,M1,Tatama,Anolis,maculigula,NA,NA
1412,2016,M1,Tatama,Anolis,maculigula,11.6,NA
1412,2016,M1,Tatama,Anolis,maculigula,NA,NA
1412,2016,M1,Tatama,Anolis,maculigula,12.6,NA
1412,2016,M1,Tatama,Anolis,maculigula,NA,NA
1418,2017,M1,Tatama,Anolis,maculigula,NA,30.39
1362,2017,M1,Tatama,Anolis,antonii,11.01,NA
1374,2017,M1,Tatama,Anolis,antonii,NA,28.52
1413,2017,M1,Tatama,Anolis,antonii,10.48,NA
1413,2017,M1,Tatama,Anolis,antonii,10.96,NA
1413,2017,M1,Tatama,Anolis,antonii,12.2,NA
1408,2017,M1,Tatama,Anolis,latifrons,8.96,24.7
1416,2017,M1,Tatama,Anolis,antonii,NA,28.03
1410,2017,M1,Tatama,Anolis,antonii,10.99,NA
1406,2017,M1,Tatama,Anolis,antonii,NA,NA
1406,2017,M1,Tatama,Anolis,antonii,12.5,NA
1415,2017,M1,Tatama,Anolis,antonii,NA,25.42
1415,2017,M1,Tatama,Anolis,antonii,NA,28.1
1415,2017,M1,Tatama,Anolis,antonii,NA,26.64
1415,2017,M1,Tatama,Anolis,antonii,NA,NA
1413,2017,M1,Tatama,Anolis,antonii,10.86,NA
1418,2017,M1,Tatama,Anolis,antonii,NA,27.69
1410,2017,M1,Tatama,Anolis,antonii,12.13,NA
1411,2017,M1,Tatama,Anolis,antonii,NA,27.64
1408,2017,M1,Tatama,Anolis,antonii,NA,NA
1408,2017,M1,Tatama,Anolis,antonii,NA,26.13
1373,2017,M1,Tatama,Anolis,antonii,NA,29.12
1378,2017,M1,Tatama,Anolis,antonii,NA,27.77
1410,2017,M1,Tatama,Anolis,antonii,12.39,NA
1385,2017,M1,Tatama,Anolis,antonii,NA,27.02
1404,2017,M1,Tatama,Anolis,antonii,NA,27.58
1395,2017,M1,Tatama,Anolis,antonii,13.09,NA
1382,2017,M1,Tatama,Anolis,antonii,NA,NA
1331,2017,M1,Tatama,Anolis,antonii,NA,28.46
1420,2017,M1,Tatama,Anolis,antonii,NA,24.65
1354,2017,M1,Tatama,Anolis,antonii,NA,28.1
1413,2017,M1,Tatama,Anolis,antonii,NA,28.75
1329,2017,M1,Tatama,Anolis,antonii,NA,28.4
1465,2017,M1,Tatama,Anolis,antonii,NA,29.42
1465,2017,M1,Tatama,Anolis,ventrimaculatus,10.63,NA
1465,2017,M1,Tatama,Anolis,ventrimaculatus,11.56,NA
1532,2017,M1,Tatama,Anolis,antonii,NA,28.8
1532,2017,M1,Tatama,Anolis,antonii,NA,NA
1532,2017,M1,Tatama,Anolis,antonii,NA,27.64
1503,2017,M1,Tatama,Anolis,ventrimaculatus,11.41,NA
1672,2017,M1,Tatama,Anolis,ventrimaculatus,NA,NA
1550,2017,M1,Tatama,Anolis,ventrimaculatus,NA,29.11
1542,2017,M1,Tatama,Anolis,ventrimaculatus,NA,30.44
1542,2017,M1,Tatama,Anolis,ventrimaculatus,NA,26.57
1542,2017,M1,Tatama,Anolis,ventrimaculatus,NA,27.24
1546,2017,M1,Tatama,Anolis,antonii,NA,NA
1546,2017,M1,Tatama,Anolis,antonii,NA,28.59
1543,2017,M1,Tatama,Anolis,ventrimaculatus,NA,28.79
1551,2017,M1,Tatama,Anolis,ventrimaculatus,NA,30.95
1725,2017,M1,Tatama,Anolis,ventrimaculatus,14.98,NA
1528,2017,M1,Tatama,Anolis,antonii,NA,28.34
1528,2017,M1,Tatama,Anolis,ventrimaculatus,NA,28.69
1528,2017,M1,Tatama,Anolis,ventrimaculatus,NA,28.99
1628,2017,M1,Tatama,Anolis,ventrimaculatus,11.56,NA
1582,2017,M1,Tatama,Anolis,ventrimaculatus,NA,28.33
1603,2017,M1,Tatama,Anolis,ventrimaculatus,NA,29.29
1559,2017,M1,Tatama,Anolis,ventrimaculatus,NA,28.94
1590,2017,M1,Tatama,Anolis,antonii,NA,26.6
1590,2017,M1,Tatama,Anolis,antonii,NA,26.72
1775,2017,M1,Tatama,Anolis,antonii,15.92,NA
1775,2017,M1,Tatama,Anolis,ventrimaculatus,12.55,NA
1776,2017,M1,Tatama,Anolis,danieli,NA,NA
1785,2016,M1,Tatama,Anolis,antonii,11,NA
1788,2016,M1,Tatama,Anolis,ventrimaculatus,NA,28.66
1790,2016,M1,Tatama,Anolis,ventrimaculatus,NA,27.8
1792,2016,M1,Tatama,Anolis,antonii,10.48,NA
1793,2016,M1,Tatama,Anolis,ventrimaculatus,NA,27.6
1793,2016,M1,Tatama,Anolis,ventrimaculatus,NA,33.1
1793,2016,M1,Tatama,Anolis,ventrimaculatus,NA,26.8
1787,2017,M1,Tatama,Anolis,ventrimaculatus,9.32,NA
1796,2016,M1,Tatama,Anolis,ventrimaculatus,NA,28.4
1801,2016,M1,Tatama,Anolis,ventrimaculatus,NA,26.91
1817,2017,M1,Tatama,Anolis,ventrimaculatus,10.81,NA
1805,2017,M1,Tatama,Anolis,ventrimaculatus,12.77,NA
1811,2016,M1,Tatama,Anolis,ventrimaculatus,NA,27.6
1820,2016,M1,Tatama,Anolis,ventrimaculatus,NA,28.8
1852,2016,M1,Tatama,Anolis,ventrimaculatus,NA,33.18
1859,2016,M1,Tatama,Anolis,ventrimaculatus,NA,28.4
1863,2017,M1,Tatama,Anolis,danieli,14.94,NA
1930,2017,M1,Tatama,Anolis,ventrimaculatus,10.81,NA
1930,2017,M1,Tatama,Anolis,ventrimaculatus,13.83,NA
2098,2017,M1,Tatama,Anolis,danieli,13.9,30.5
2111,2017,M1,Tatama,Anolis,danieli,12.33,31.43
2128,2017,M1,Tatama,Anolis,danieli,14.7,30.7
1993,2017,M1,Tatama,Anolis,danieli,13.45,28.01
2119,2017,M1,Tatama,Anolis,danieli,14.98,NA
1998,2017,M1,Tatama,Anolis,ventrimaculatus,11.15,NA
NA,2017,M1,Tatama,Anolis,chloris,12.49,31.16
2193,2017,M1,Tatama,Anolis,heterodermus,9.03,28.5
2330,2017,M1,Tatama,Anolis,danieli,11.07,29.88
2361,2016,M1,Zygia,Anolis,heterodermus,8.9,27.117
2360,2016,M1,Zygia,Anolis,ventrimaculatus,10.98,NA
2369,2016,M1,Zygia,Anolis,ventrimaculatus,NA,29.2
2362,2016,M1,Zygia,Anolis,ventrimaculatus,NA,32.8
2364,2016,M1,Zygia,Anolis,ventrimaculatus,6.68,NA
2364,2016,M1,Zygia,Anolis,ventrimaculatus,NA,26.2
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1989,2017,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2050,2016,M1,La Minga,Anolis,ventrimaculatus,6.9,NA
2038,2016,M1,La Minga,Anolis,ventrimaculatus,9.1,NA
2027,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2044,2016,M1,La Minga,Anolis,ventrimaculatus,9.8,NA
2042,2017,M1,La Minga,Anolis,eulaemus,11.5,23.6
2040,2016,M1,La Minga,Anolis,ventrimaculatus,8.8,NA
2040,2016,M1,La Minga,Anolis,ventrimaculatus,8.6,NA
2042,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2042,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2042,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2042,2016,M1,La Minga,Anolis,ventrimaculatus,9.9,NA
2038,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2026,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1997,2016,M1,La Minga,Anolis,ventrimaculatus,NA,28.2
2019,2016,M1,La Minga,Anolis,ventrimaculatus,11.7,NA
2019,2016,M1,La Minga,Anolis,ventrimaculatus,7.9,NA
2012,2016,M1,La Minga,Anolis,ventrimaculatus,11.3,NA
2020,2016,M1,La Minga,Anolis,ventrimaculatus,10.9,NA
2026,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2008,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2004,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2011,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
2011,2016,M1,La Minga,Anolis,ventrimaculatus,9.1,NA
1982,2016,M1,La Minga,Anolis,ventrimaculatus,NA,29.7
1982,2016,M1,La Minga,Anolis,ventrimaculatus,NA,32.2
1993,2016,M1,La Minga,Anolis,ventrimaculatus,NA,27.7
1993,2016,M1,La Minga,Anolis,ventrimaculatus,NA,27.3
1993,2016,M1,La Minga,Anolis,ventrimaculatus,NA,27.7
2005,2016,M1,La Minga,Anolis,ventrimaculatus,NA,NA
1984,2016,M1,La Minga,Anolis,ventrimaculatus,10.2,NA
1984,2016,M1,La Minga,Anolis,ventrimaculatus,NA,28.1
1984,2016,M1,La Minga,Anolis,ventrimaculatus,NA,28.1
1973,2016,M1,La Minga,Anolis,ventrimaculatus,NA,22.1
1993,2016,M1,La Minga,Anolis,ventrimaculatus,NA,31.1
1995,2016,M1,La Minga,Anolis,ventrimaculatus,9.2,NA
1870,2017,M1,Zygia,Anolis,antonii,NA,27.9
1870,2017,M1,Zygia,Anolis,antonii,16.77,NA
1870,2017,M1,Zygia,Anolis,ventrimaculatus,NA,28.24
1907,2017,M1,Zygia,Anolis,antonii,17.67,NA
2266,2017,M1,Zygia,Anolis,antonii,NA,19.27
2268,2017,M1,Zygia,Anolis,antonii,NA,22.39
2267,2017,M1,Zygia,Anolis,antonii,15.36,NA
2261,2017,M1,Zygia,Anolis,ventrimaculatus,15.7,NA
2262,2017,M1,Zygia,Anolis,ventrimaculatus,14.98,NA
2258,2017,M1,Zygia,Anolis,ventrimaculatus,15.48,NA
2265,2017,M1,Zygia,Anolis,ventrimaculatus,NA,22.51
2270,2017,M1,Zygia,Anolis,ventrimaculatus,NA,21.77
2270,2017,M1,Zygia,Anolis,ventrimaculatus,NA,21.17
2264,2017,M1,Zygia,Anolis,ventrimaculatus,NA,21.42
2264,2017,M1,Zygia,Anolis,ventrimaculatus,14.62,NA
2269,2017,M1,Zygia,Anolis,ventrimaculatus,NA,23.11
2254,2017,M1,Zygia,Anolis,ventrimaculatus,NA,22.7
2277,2017,M1,Zygia,Anolis,ventrimaculatus,13.73,NA
2255,2017,M1,Zygia,Anolis,ventrimaculatus,NA,23.23
2255,2017,M1,Zygia,Anolis,ventrimaculatus,NA,20.77
2291,2017,M1,Zygia,Anolis,ventrimaculatus,NA,22.29
2260,2017,M1,Zygia,Anolis,ventrimaculatus,12.99,NA
2259,2017,M1,Zygia,Anolis,heterodermus,NA,22.26
2253,2017,M1,Zygia,Anolis,ventrimaculatus,NA,23.49
2240,2017,M1,Zygia,Anolis,calimae,NA,22.62
2255,2017,M1,Zygia,Anolis,ventrimaculatus,14.49,NA
2235,2017,M1,Zygia,Anolis,ventrimaculatus,14.07,NA
2251,2017,M1,Zygia,Anolis,ventrimaculatus,13.73,NA
2243,2017,M1,Zygia,Anolis,ventrimaculatus,NA,26.44
1979,2017,M1,Zygia,Anolis,antonii,15.22,26.47
1971,2017,M1,Zygia,Anolis,ventrimaculatus,NA,NA
2023,2017,M1,Zygia,Anolis,antonii,14.38,NA
2023,2017,M1,Zygia,Anolis,antonii,12.6,NA
2035,2017,M1,Zygia,Anolis,antonii,15.41,NA
2037,2017,M1,Zygia,Anolis,ventrimaculatus,NA,NA
2132,2017,M1,Zygia,Anolis,antonii,12.79,NA
2312,2017,M1,Zygia,Anolis,ventrimaculatus,NA,NA
2225,2017,M1,Zygia,Anolis,heterodermus,6.12,35.3
2201,2017,M1,Zygia,Anolis,ventrimaculatus,NA,29.5
2201,2017,M1,Zygia,Anolis,ventrimaculatus,NA,32.8
2139,2017,M1,Zygia,Anolis,antonii,NA,26.46
2150,2017,M1,Zygia,Anolis,calimae,NA,NA
2148,2017,M1,Zygia,Anolis,antonii,14.92,26.15
2167,2017,M1,Zygia,Anolis,antonii,NA,27.06
2175,2017,M1,Zygia,Anolis,heterodermus,5.77,34.22
2140,2017,M1,Zygia,Anolis,antonii,14.17,NA
2139,2017,M1,Zygia,Anolis,antonii,NA,27.7
2141,2017,M1,Zygia,Anolis,heterodermus,NA,30.39
2141,2017,M1,Zygia,Anolis,ventrimaculatus,NA,NA
2140,2017,M1,Zygia,Anolis,antonii,NA,27.28
2116,2017,M1,Zygia,Anolis,antonii,15.1,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.13
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,28.44
2132,2017,M1,Zygia,Anolis,ventrimaculatus,14.48,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,13.32,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,12.6,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,17.24,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.28
2132,2017,M1,Zygia,Anolis,ventrimaculatus,13.23,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.33
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,29.41
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,28.24
2132,2017,M1,Zygia,Anolis,ventrimaculatus,15.67,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,14.37,NA
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.57
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.33
2132,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.33
2132,2017,M1,Zygia,Anolis,calimae,14.14,28.22
2155,2017,M1,Zygia,Anolis,ventrimaculatus,13.41,NA
2132,2017,M1,Zygia,Anolis,antonii,NA,26.42
2132,2017,M1,Zygia,Anolis,antonii,NA,30.49
2314,2017,M1,Zygia,Anolis,antonii,NA,27.51
2132,2017,M1,Zygia,Anolis,antonii,NA,30.06
2147,2017,M1,Zygia,Anolis,antonii,NA,26.5
2132,2017,M1,Zygia,Anolis,antonii,NA,30.16
2132,2017,M1,Zygia,Anolis,antonii,NA,28.24
2179,2017,M1,Zygia,Anolis,antonii,NA,28.22
2145,2017,M1,Zygia,Anolis,antonii,NA,27.7
2140,2017,M1,Zygia,Anolis,antonii,17.8,NA
2125,2017,M1,Zygia,Anolis,antonii,NA,27.13
2117,2017,M1,Zygia,Anolis,calimae,13.04,28.24
2117,2017,M1,Zygia,Anolis,ventrimaculatus,NA,28.51
2121,2017,M1,Zygia,Anolis,heterodermus,8.07,NA
2121,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.89
2121,2017,M1,Zygia,Anolis,ventrimaculatus,NA,27.99
2119,2017,M1,Zygia,Anolis,antonii,NA,27.01
591,2017,M1,Anchicaya,Anolis,chocuorum,18.22,31.43
600,2017,M1,Anchicaya,Anolis,maculiventris,18.48,NA
639,2017,M1,Anchicaya,Anolis,granuliceps,16.16,32.69
591,2017,M1,Anchicaya,Anolis,lyra,17.86,36.5
586,2017,M1,Anchicaya,Anolis,granuliceps,14.84,NA
586,2017,M1,Anchicaya,Anolis,maculiventris,NA,31.07
570,2017,M1,Anchicaya,Anolis,latifrons,18.43,NA
556,2017,M1,Anchicaya,Anolis,maculiventris,NA,32.5
571,2017,M1,Anchicaya,Anolis,maculiventris,16.22,NA
571,2017,M1,Anchicaya,Anolis,maculiventris,16.74,NA
603,2017,M1,Anchicaya,Anolis,maculiventris,NA,31.55
622,2017,M1,Anchicaya,Anolis,maculiventris,16.9,31.4
624,2017,M1,Anchicaya,Anolis,maculiventris,16.28,33.12
607,2017,M1,Anchicaya,Anolis,maculiventris,22.56,NA
533,2017,M1,Anchicaya,Anolis,maculiventris,NA,NA
601,2017,M1,Anchicaya,Anolis,maculiventris,17.43,NA
614,2017,M1,Anchicaya,Anolis,maculiventris,17.6,30.8
544,2017,M1,Anchicaya,Anolis,maculiventris,18.15,NA
614,2017,M1,Anchicaya,Anolis,maculiventris,19.41,32.02
572,2017,M1,Anchicaya,Anolis,chocuorum,19.72,32.5
527,2017,M1,Anchicaya,Anolis,maculiventris,NA,NA
527,2017,M1,Anchicaya,Anolis,latifrons,15.67,36.47
581,2017,M1,Anchicaya,Anolis,latifrons,9.33,35.77
256,2017,M1,Anchicaya,Anolis,maculiventris,NA,32.43
285,2017,M1,Anchicaya,Anolis,notopholis,14.88,30.67
192,2017,M1,Anchicaya,Anolis,notopholis,13.97,34.14
